times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32
5823.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5860.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5909.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5917.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5945.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5947.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5984.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6003.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6007.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6132.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6135.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6161.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6232.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6240.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6249.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6255.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6281.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6295.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6298.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6352.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6507.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6591.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6777.0,0.6221221861871836,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
6943.0,0.6221221861871836,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
7023.0,0.6221221861871836,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
7057.0,0.6221221861871836,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
7185.0,0.41474812412478906,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.46173361522198736,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.0,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.4468309935088739,0.9244314013206161,0.5305305188436936,0.4476709013914094,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
8711.0,0.41474812412478906,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.46173361522198736,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.0,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.4468309935088739,0.9244314013206161,0.5305305188436936,0.4476709013914094,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
9108.0,0.41474812412478906,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.46173361522198736,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.0,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.4468309935088739,0.9244314013206161,0.5305305188436936,0.4476709013914094,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
